position,pantheraCoverage,pantheraIdentity,alpineCoverage,alpineIdentity,nineSeqCoverage,nineSeqIdentity,product,geneFamily,geneLength
6766,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6767,5,0.47,3,0.33,8,0.28,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6768,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6769,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6770,5,0.47,3,0.5,8,0.5,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6771,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6772,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6773,5,0.67,3,0.5,8,0.61,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6774,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6775,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6776,5,0.47,3,0.5,8,0.44,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6777,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6778,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6779,5,0.4,3,0.5,8,0.5,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6780,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6781,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6782,5,0.47,3,0.5,8,0.5,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6783,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6784,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6785,5,1,3,0.33,8,0.61,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6786,5,1,3,0.5,8,0.78,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6787,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6788,5,1,3,0.5,8,0.78,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6789,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6790,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6791,5,0.47,3,1,8,0.61,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6792,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6793,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6794,5,0.67,3,1,8,0.78,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6795,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6796,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6797,5,0.67,3,0.5,8,0.61,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6798,5,0.67,3,0.5,8,0.78,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6799,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6800,5,1,3,0.5,8,0.78,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6801,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6802,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6803,5,1,3,0.5,8,0.78,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6804,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6805,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6806,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6807,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6808,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6809,5,0.47,3,0.5,8,0.44,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6810,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6811,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6812,5,0.47,3,0.5,8,0.5,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6813,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6814,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6815,5,1,3,0.17,8,0.44,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6816,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6817,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6818,5,1,3,0.5,8,0.78,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6819,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6820,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6821,5,1,3,0.17,8,0.58,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6822,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6823,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6824,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6825,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6826,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6827,5,0.67,3,0.5,8,0.58,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6828,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6829,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6830,5,0.4,3,0.5,8,0.44,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6831,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6832,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6833,5,0.47,3,0.5,8,0.5,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6834,5,1,3,0.33,8,0.61,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6835,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6836,5,1,3,0.5,8,0.78,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6837,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6838,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6839,5,0.47,3,0.33,8,0.44,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6840,5,0.47,3,0.5,8,0.5,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6841,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6842,5,0.47,3,0.5,8,0.5,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6843,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6844,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6845,5,1,3,0.33,8,0.61,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6846,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6847,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6848,5,1,3,0.17,8,0.58,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6849,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6850,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6851,5,0.47,3,1,8,0.61,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6852,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6853,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6854,5,1,3,0.5,8,0.78,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6855,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6856,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6857,5,0.67,3,0.5,8,0.78,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6858,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6859,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6860,5,1,3,0.33,8,0.61,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6861,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6862,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6863,5,1,3,0.5,8,0.5,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6864,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6865,5,0.67,3,1,8,0.78,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6866,5,0.47,3,0.33,8,0.44,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6867,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6868,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6869,5,1,3,0.5,8,0.5,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6870,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6871,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6872,5,0.67,3,0.5,8,0.58,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6873,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6874,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6875,5,1,3,0.5,8,0.78,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6876,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6877,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6878,5,0.4,3,0.5,8,0.44,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6879,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6880,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6881,5,0.67,3,1,8,0.78,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6882,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6883,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6884,5,1,3,0.5,8,0.78,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6885,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6886,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6887,5,0.47,3,0.5,8,0.28,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6888,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6889,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6890,5,1,3,0.33,8,0.61,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6891,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6892,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6893,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6894,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6895,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6896,5,0.67,3,0.5,8,0.61,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6897,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6898,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6899,5,1,3,0.17,8,0.44,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6900,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6901,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6902,5,1,3,0.33,8,0.61,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6903,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6904,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6905,5,1,3,0.17,8,0.58,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6906,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6907,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6908,5,0.67,3,0.5,8,0.61,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6909,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6910,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6911,5,0.67,3,0.33,8,0.5,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6912,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6913,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6914,5,0.47,3,0.5,8,0.5,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6915,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6916,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6917,5,1,3,0.33,8,0.61,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6918,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6919,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6920,5,0.4,3,0.17,8,0.28,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6921,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6922,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6923,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6924,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6925,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6926,5,0.47,3,0.17,8,0.36,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6927,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6928,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6929,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6930,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6931,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6932,5,0.47,3,0.33,8,0.44,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6933,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6934,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6935,5,0.67,3,0.17,8,0.42,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6936,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6937,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6938,5,1,3,0.5,8,0.78,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6939,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6940,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6941,5,0.67,3,0.17,8,0.42,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6942,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6943,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6944,5,0.67,3,0.33,8,0.5,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6945,5,1,3,0.5,8,0.78,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6946,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6947,5,0.67,3,0.5,8,0.44,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6948,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6949,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6950,5,1,3,0.5,8,0.78,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6951,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6952,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6953,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6954,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6955,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6956,5,0.67,3,0.33,8,0.5,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6957,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6958,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6959,5,0.47,3,0.5,8,0.5,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6960,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6961,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6962,5,0.4,3,0.5,8,0.5,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6963,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6964,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6965,5,1,3,0.5,8,0.78,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6966,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6967,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6968,5,0.67,3,0.5,8,0.44,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6969,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6970,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6971,5,1,3,0.33,8,0.61,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6972,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6973,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6974,5,1,3,0.33,8,0.61,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6975,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6976,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6977,5,1,3,0.33,8,0.61,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6978,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6979,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6980,5,1,3,0.17,8,0.58,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6981,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6982,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6983,5,0.4,3,0.17,8,0.36,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6984,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6985,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6986,5,0.67,3,0.17,8,0.44,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6987,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6988,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6989,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6990,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6991,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6992,5,1,3,0.33,8,0.61,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6993,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6994,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6995,5,1,3,0,8,0.42,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6996,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6997,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6998,5,0.47,3,0.33,8,0.44,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
6999,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7000,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7001,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7002,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7003,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7004,5,1,3,0.17,8,0.58,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7005,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7006,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7007,5,1,3,0.33,8,0.61,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7008,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7009,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7010,5,1,3,0.5,8,0.78,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7011,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7012,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7013,5,1,3,0.33,8,0.61,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7014,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7015,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7016,5,0.47,3,1,8,0.61,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7017,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7018,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7019,5,0.67,3,0.17,8,0.44,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7020,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7021,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7022,5,1,3,0.33,8,0.61,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7023,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7024,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7025,5,1,3,0.17,8,0.44,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7026,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7027,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7028,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7029,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7030,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7031,5,1,3,0.5,8,0.78,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7032,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7033,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7034,5,0.47,3,0.33,8,0.44,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7035,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7036,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7037,5,1,3,0.5,8,0.78,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7038,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7039,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7040,5,1,3,0.33,8,0.61,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7041,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7042,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7043,5,0.47,3,0.17,8,0.28,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7044,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7045,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7046,5,0.67,3,0.17,8,0.44,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7047,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7048,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7049,5,0.47,3,0.33,8,0.44,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7050,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7051,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7052,5,1,3,0.5,8,0.78,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7053,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7054,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7055,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7056,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7057,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7058,5,1,3,0.5,8,0.78,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7059,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7060,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7061,5,1,3,0.33,8,0.61,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7062,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7063,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7064,5,0.67,3,1,8,0.44,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7065,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7066,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7067,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7068,5,0.47,3,0.33,8,0.44,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7069,5,1,3,1,8,1,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
7070,5,0.67,3,0.5,8,0.44,cytochrome c oxidase subunit I,cytochrome c oxidase,1545
